t,u,w,q,theta,alpha_deg,V_mps,de_cmd_deg,saturated
0.0000,0.0000,0.0000,-0.0063,0.0000,10.0764,20.0000,0.8632,1
0.0050,0.0003,-0.0006,-0.0137,-0.0000,10.0764,20.0000,1.0439,1
0.0100,0.0010,-0.0020,-0.0224,-0.0001,10.0746,20.0003,1.2548,1
0.0150,0.0021,-0.0042,-0.0326,-0.0002,10.0707,20.0010,1.5010,1
0.0200,0.0037,-0.0074,-0.0446,-0.0004,10.0643,20.0021,1.7884,1
0.0250,0.0059,-0.0118,-0.0586,-0.0006,10.0551,20.0037,2.1237,1
0.0300,0.0088,-0.0175,-0.0750,-0.0009,10.0426,20.0059,2.5147,1
0.0350,0.0125,-0.0247,-0.0941,-0.0013,10.0263,20.0088,2.9707,1
0.0400,0.0171,-0.0338,-0.1165,-0.0017,10.0055,20.0125,3.5023,1
0.0450,0.0228,-0.0450,-0.1426,-0.0023,9.9795,20.0171,4.1221,1
0.0500,0.0299,-0.0586,-0.1731,-0.0030,9.9474,20.0228,4.8446,1
0.0550,0.0384,-0.0752,-0.2086,-0.0039,9.9083,20.0299,5.6865,1
0.0600,0.0487,-0.0950,-0.2501,-0.0049,9.8610,20.0384,6.6677,1
0.0650,0.0611,-0.1187,-0.2985,-0.0062,9.8042,20.0487,7.8111,1
0.0700,0.0758,-0.1470,-0.3550,-0.0077,9.7362,20.0611,9.1433,1
0.0750,0.0933,-0.1805,-0.4208,-0.0095,9.6552,20.0758,10.6955,1
0.0800,0.1141,-0.2202,-0.4975,-0.0116,9.5592,20.0933,12.5039,1
0.0850,0.1387,-0.2670,-0.5869,-0.0140,9.4456,20.1141,14.6107,1
0.0900,0.1678,-0.3221,-0.6760,-0.0170,9.3116,20.1387,15.0000,1
0.0950,0.2012,-0.3854,-0.7620,-0.0204,9.1537,20.1678,15.0000,1
0.1000,0.2389,-0.4564,-0.8449,-0.0242,8.9724,20.2012,15.0000,1
0.1050,0.2808,-0.5348,-0.9249,-0.0284,8.7689,20.2389,15.0000,1
0.1100,0.3266,-0.6201,-1.0019,-0.0330,8.5444,20.2808,15.0000,1
0.1150,0.3763,-0.7120,-1.0761,-0.0380,8.2999,20.3266,15.0000,1
0.1200,0.4297,-0.8100,-1.1475,-0.0434,8.0367,20.3763,15.0000,1
0.1250,0.4867,-0.9140,-1.2162,-0.0492,7.7557,20.4297,15.0000,1
0.1300,0.5471,-1.0234,-1.2823,-0.0552,7.4580,20.4867,15.0000,1
0.1350,0.6109,-1.1379,-1.3459,-0.0616,7.1446,20.5471,15.0000,1
0.1400,0.6780,-1.2574,-1.4070,-0.0684,6.8164,20.6109,15.0000,1
0.1450,0.7481,-1.3813,-1.4657,-0.0754,6.4743,20.6780,15.0000,1
0.1500,0.8212,-1.5095,-1.5221,-0.0827,6.1192,20.7481,15.0000,1
0.1550,0.8972,-1.6416,-1.5761,-0.0903,5.7521,20.8212,15.0000,1
0.1600,0.9760,-1.7774,-1.6280,-0.0982,5.3736,20.8972,15.0000,1
0.1650,1.0574,-1.9166,-1.6777,-0.1064,4.9845,20.9760,15.0000,1
0.1700,1.1414,-2.0589,-1.7253,-0.1148,4.5858,21.0574,15.0000,1
0.1750,1.2278,-2.2042,-1.7709,-0.1234,4.1780,21.1414,15.0000,1
0.1800,1.3166,-2.3521,-1.8146,-0.1322,3.7619,21.2278,15.0000,1
0.1850,1.4077,-2.5024,-1.8563,-0.1413,3.3382,21.3166,15.0000,1
0.1900,1.5009,-2.6550,-1.8961,-0.1506,2.9075,21.4077,15.0000,1
0.1950,1.5963,-2.8095,-1.9342,-0.1601,2.4705,21.5009,15.0000,1
0.2000,1.6936,-2.9659,-1.9705,-0.1697,2.0277,21.5963,15.0000,1
0.2050,1.7929,-3.1239,-2.0051,-0.1796,1.5797,21.6936,15.0000,1
0.2100,1.8940,-3.2833,-2.0381,-0.1896,1.1271,21.7929,15.0000,1
0.2150,1.9968,-3.4439,-2.0695,-0.1998,0.6705,21.8940,15.0000,1
0.2200,2.1013,-3.6057,-2.0994,-0.2102,0.2102,21.9968,15.0000,1
0.2250,2.2075,-3.7683,-2.1277,-0.2207,-0.2531,22.1013,15.0000,1
0.2300,2.3151,-3.9317,-2.1546,-0.2313,-0.7190,22.2075,15.0000,1
0.2350,2.4242,-4.0957,-2.1801,-0.2421,-1.1871,22.3151,15.0000,1
0.2400,2.5347,-4.2602,-2.2043,-0.2530,-1.6570,22.4242,15.0000,1
0.2450,2.6465,-4.4250,-2.2271,-0.2640,-2.1282,22.5347,15.0000,1
0.2500,2.7596,-4.5900,-2.2487,-0.2751,-2.6003,22.6465,15.0000,1
0.2550,2.8739,-4.7551,-2.2691,-0.2864,-3.0730,22.7596,15.0000,1
0.2600,2.9893,-4.9201,-2.2882,-0.2977,-3.5460,22.8739,15.0000,1
0.2650,3.1058,-5.0850,-2.3062,-0.3092,-4.0188,22.9893,15.0000,1
0.2700,3.2233,-5.2496,-2.3231,-0.3207,-4.4912,23.1058,15.0000,1
0.2750,3.3418,-5.4139,-2.3390,-0.3323,-4.9628,23.2233,15.0000,1
0.2800,3.4612,-5.5777,-2.3538,-0.3440,-5.0000,23.3418,15.0000,1
0.2850,3.5815,-5.7410,-2.3676,-0.3558,-5.0000,23.4612,15.0000,1
0.2900,3.7025,-5.9036,-2.3804,-0.3676,-5.0000,23.5815,15.0000,1
0.2950,3.8243,-6.0655,-2.3924,-0.3795,-5.0000,23.7025,15.0000,1
0.3000,3.9469,-6.2266,-2.4034,-0.3915,-5.0000,23.8243,15.0000,1
0.3050,4.0701,-6.3868,-2.4135,-0.4035,-5.0000,23.9469,15.0000,1
0.3100,4.1939,-6.5461,-2.4229,-0.4156,-5.0000,24.0701,15.0000,1
0.3150,4.3184,-6.7044,-2.4314,-0.4277,-5.0000,24.1939,15.0000,1
0.3200,4.4433,-6.8616,-2.4392,-0.4398,-5.0000,24.3184,15.0000,1
0.3250,4.5688,-7.0177,-2.4462,-0.4520,-5.0000,24.4433,15.0000,1
0.3300,4.6947,-7.1726,-2.4525,-0.4643,-5.0000,24.5688,15.0000,1
0.3350,4.8211,-7.3263,-2.4581,-0.4765,-5.0000,24.6947,15.0000,1
0.3400,4.9479,-7.4787,-2.4631,-0.4888,-5.0000,24.8211,15.0000,1
0.3450,5.0750,-7.6298,-2.4674,-0.5011,-5.0000,24.9479,15.0000,1
0.3500,5.2024,-7.7796,-2.4711,-0.5135,-5.0000,25.0750,15.0000,1
0.3550,5.3302,-7.9279,-2.4742,-0.5258,-5.0000,25.2024,15.0000,1
0.3600,5.4582,-8.0749,-2.4768,-0.5382,-5.0000,25.3302,15.0000,1
0.3650,5.5865,-8.2203,-2.4788,-0.5506,-5.0000,25.4582,15.0000,1
0.3700,5.7149,-8.3643,-2.4804,-0.5630,-5.0000,25.5865,15.0000,1
0.3750,5.8436,-8.5067,-2.4814,-0.5754,-5.0000,25.7149,15.0000,1
0.3800,5.9724,-8.6477,-2.4820,-0.5878,-5.0000,25.8436,15.0000,1
0.3850,6.1013,-8.7870,-2.4821,-0.6002,-5.0000,25.9724,15.0000,1
0.3900,6.2304,-8.9248,-2.4817,-0.6126,-5.0000,26.1013,15.0000,1
0.3950,6.3595,-9.0609,-2.4810,-0.6250,-5.0000,26.2304,15.0000,1
0.4000,6.4887,-9.1955,-2.4799,-0.6374,-5.0000,26.3595,15.0000,1
0.4050,6.6179,-9.3284,-2.4784,-0.6498,-5.0000,26.4887,15.0000,1
0.4100,6.7472,-9.4597,-2.4765,-0.6622,-5.0000,26.6179,15.0000,1
0.4150,6.8765,-9.5893,-2.4743,-0.6746,-5.0000,26.7472,15.0000,1
0.4200,7.0057,-9.7173,-2.4718,-0.6870,-5.0000,26.8765,15.0000,1
0.4250,7.1349,-9.8436,-2.4690,-0.6993,-5.0000,27.0057,15.0000,1
0.4300,7.2641,-9.9682,-2.4658,-0.7117,-5.0000,27.1349,15.0000,1
0.4350,7.3932,-10.0912,-2.4624,-0.7240,-5.0000,27.2641,15.0000,1
0.4400,7.5222,-10.2125,-2.4588,-0.7363,-5.0000,27.3932,15.0000,1
0.4450,7.6511,-10.3321,-2.4549,-0.7486,-5.0000,27.5222,15.0000,1
0.4500,7.7799,-10.4501,-2.4507,-0.7609,-5.0000,27.6511,15.0000,1
0.4550,7.9086,-10.5664,-2.4463,-0.7731,-5.0000,27.7799,15.0000,1
0.4600,8.0371,-10.6810,-2.4417,-0.7853,-5.0000,27.9086,15.0000,1
0.4650,8.1655,-10.7940,-2.4370,-0.7976,-5.0000,28.0371,15.0000,1
0.4700,8.2937,-10.9053,-2.4320,-0.8097,-5.0000,28.1655,15.0000,1
0.4750,8.4218,-11.0150,-2.4268,-0.8219,-5.0000,28.2937,15.0000,1
0.4800,8.5496,-11.1230,-2.4215,-0.8340,-5.0000,28.4218,15.0000,1
0.4850,8.6773,-11.2294,-2.4161,-0.8461,-5.0000,28.5496,15.0000,1
0.4900,8.8048,-11.3342,-2.4105,-0.8582,-5.0000,28.6773,15.0000,1
0.4950,8.9320,-11.4373,-2.4047,-0.8703,-5.0000,28.8048,15.0000,1
0.5000,9.0591,-11.5389,-2.3988,-0.8823,-5.0000,28.9320,15.0000,1
0.5050,9.1859,-11.6389,-2.3929,-0.8943,-5.0000,29.0591,15.0000,1
0.5100,9.3125,-11.7373,-2.3868,-0.9063,-5.0000,29.1859,15.0000,1
0.5150,9.4388,-11.8342,-2.3806,-0.9182,-5.0000,29.3125,15.0000,1
0.5200,9.5649,-11.9295,-2.3743,-0.9301,-5.0000,29.4388,15.0000,1
0.5250,9.6907,-12.0232,-2.3679,-0.9420,-5.0000,29.5649,15.0000,1
0.5300,9.8163,-12.1155,-2.3615,-0.9538,-5.0000,29.6907,15.0000,1
0.5350,9.9416,-12.2062,-2.3550,-0.9656,-5.0000,29.8163,15.0000,1
0.5400,10.0667,-12.2955,-2.3484,-0.9774,-5.0000,29.9416,15.0000,1
0.5450,10.1915,-12.3833,-2.3418,-0.9891,-5.0000,30.0667,15.0000,1
0.5500,10.3159,-12.4697,-2.3351,-1.0008,-5.0000,30.1915,15.0000,1
0.5550,10.4402,-12.5546,-2.3284,-1.0125,-5.0000,30.3159,15.0000,1
0.5600,10.5641,-12.6381,-2.3217,-1.0242,-5.0000,30.4402,15.0000,1
0.5650,10.6877,-12.7201,-2.3149,-1.0358,-5.0000,30.5641,15.0000,1
0.5700,10.8110,-12.8009,-2.3081,-1.0473,-5.0000,30.6877,15.0000,1
0.5750,10.9341,-12.8802,-2.3013,-1.0589,-5.0000,30.8110,15.0000,1
0.5800,11.0568,-12.9582,-2.2945,-1.0704,-5.0000,30.9341,15.0000,1
0.5850,11.1793,-13.0349,-2.2876,-1.0819,-5.0000,31.0568,15.0000,1
0.5900,11.3014,-13.1102,-2.2807,-1.0933,-5.0000,31.1793,15.0000,1
0.5950,11.4233,-13.1843,-2.2739,-1.1047,-5.0000,31.3014,15.0000,1
0.6000,11.5448,-13.2571,-2.2670,-1.1161,-5.0000,31.4233,15.0000,1
0.6050,11.6661,-13.3286,-2.2602,-1.1274,-5.0000,31.5448,15.0000,1
0.6100,11.7870,-13.3990,-2.2533,-1.1387,-5.0000,31.6661,15.0000,1
0.6150,11.9076,-13.4681,-2.2465,-1.1500,-5.0000,31.7870,15.0000,1
0.6200,12.0279,-13.5360,-2.2397,-1.1612,-5.0000,31.9076,15.0000,1
0.6250,12.1479,-13.6027,-2.2329,-1.1724,-5.0000,32.0279,15.0000,1
0.6300,12.2676,-13.6683,-2.2261,-1.1836,-5.0000,32.1479,15.0000,1
0.6350,12.3870,-13.7327,-2.2194,-1.1947,-5.0000,32.2676,15.0000,1
0.6400,12.5061,-13.7960,-2.2127,-1.2058,-5.0000,32.3870,15.0000,1
0.6450,12.6248,-13.8582,-2.2060,-1.2169,-5.0000,32.5061,15.0000,1
0.6500,12.7433,-13.9194,-2.1993,-1.2279,-5.0000,32.6248,15.0000,1
0.6550,12.8615,-13.9794,-2.1927,-1.2389,-5.0000,32.7433,15.0000,1
0.6600,12.9793,-14.0385,-2.1861,-1.2499,-5.0000,32.8615,15.0000,1
0.6650,13.0968,-14.0965,-2.1796,-1.2608,-5.0000,32.9793,15.0000,1
0.6700,13.2141,-14.1535,-2.1731,-1.2717,-5.0000,33.0968,15.0000,1
0.6750,13.3310,-14.2095,-2.1666,-1.2825,-5.0000,33.2141,15.0000,1
0.6800,13.4476,-14.2646,-2.1602,-1.2934,-5.0000,33.3310,15.0000,1
0.6850,13.5639,-14.3187,-2.1538,-1.3042,-5.0000,33.4476,15.0000,1
0.6900,13.6800,-14.3718,-2.1475,-1.3149,-5.0000,33.5639,15.0000,1
0.6950,13.7957,-14.4241,-2.1412,-1.3257,-5.0000,33.6800,15.0000,1
0.7000,13.9111,-14.4755,-2.1350,-1.3364,-5.0000,33.7957,15.0000,1
0.7050,14.0262,-14.5259,-2.1288,-1.3471,-5.0000,33.9111,15.0000,1
0.7100,14.1411,-14.5756,-2.1227,-1.3577,-5.0000,34.0262,15.0000,1
0.7150,14.2556,-14.6244,-2.1166,-1.3683,-5.0000,34.1411,15.0000,1
0.7200,14.3699,-14.6723,-2.1106,-1.3789,-5.0000,34.2556,15.0000,1
0.7250,14.4838,-14.7195,-2.1047,-1.3895,-5.0000,34.3699,15.0000,1
0.7300,14.5975,-14.7658,-2.0988,-1.4000,-5.0000,34.4838,15.0000,1
0.7350,14.7109,-14.8114,-2.0929,-1.4105,-5.0000,34.5975,15.0000,1
0.7400,14.8240,-14.8562,-2.0871,-1.4209,-5.0000,34.7109,15.0000,1
0.7450,14.9368,-14.9003,-2.0814,-1.4314,-5.0000,34.8240,15.0000,1
0.7500,15.0493,-14.9437,-2.0757,-1.4418,-5.0000,34.9368,15.0000,1
0.7550,15.1616,-14.9863,-2.0700,-1.4522,-5.0000,35.0493,15.0000,1
0.7600,15.2736,-15.0283,-2.0645,-1.4625,-5.0000,35.1616,15.0000,1
0.7650,15.3853,-15.0696,-2.0590,-1.4728,-5.0000,35.2736,15.0000,1
0.7700,15.4967,-15.1102,-2.0535,-1.4831,-5.0000,35.3853,15.0000,1
0.7750,15.6079,-15.1502,-2.0481,-1.4934,-5.0000,35.4967,15.0000,1
0.7800,15.7188,-15.1895,-2.0428,-1.5036,-5.0000,35.6079,15.0000,1
0.7850,15.8294,-15.2282,-2.0375,-1.5139,-5.0000,35.7188,15.0000,1
0.7900,15.9398,-15.2663,-2.0322,-1.5240,-5.0000,35.8294,15.0000,1
0.7950,16.0499,-15.3039,-2.0271,-1.5342,-5.0000,35.9398,15.0000,1
0.8000,16.1598,-15.3408,-2.0220,-1.5443,-5.0000,36.0499,15.0000,1
0.8050,16.2694,-15.3772,-2.0169,-1.5544,-5.0000,36.1598,15.0000,1
0.8100,16.3787,-15.4130,-2.0119,-1.5645,-5.0000,36.2694,15.0000,1
0.8150,16.4878,-15.4483,-2.0070,-1.5746,-5.0000,36.3787,15.0000,1
0.8200,16.5966,-15.4831,-2.0021,-1.5846,-5.0000,36.4878,15.0000,1
0.8250,16.7052,-15.5174,-1.9973,-1.5946,-5.0000,36.5966,15.0000,1
0.8300,16.8136,-15.5511,-1.9925,-1.6046,-5.0000,36.7052,15.0000,1
0.8350,16.9217,-15.5844,-1.9878,-1.6146,-5.0000,36.8136,15.0000,1
0.8400,17.0296,-15.6172,-1.9831,-1.6245,-5.0000,36.9217,15.0000,1
0.8450,17.1372,-15.6496,-1.9785,-1.6344,-5.0000,37.0296,15.0000,1
0.8500,17.2446,-15.6815,-1.9740,-1.6443,-5.0000,37.1372,15.0000,1
0.8550,17.3518,-15.7129,-1.9695,-1.6542,-5.0000,37.2446,15.0000,1
0.8600,17.4587,-15.7440,-1.9650,-1.6641,-5.0000,37.3518,15.0000,1
0.8650,17.5654,-15.7746,-1.9606,-1.6739,-5.0000,37.4587,15.0000,1
0.8700,17.6719,-15.8048,-1.9563,-1.6837,-5.0000,37.5654,15.0000,1
0.8750,17.7782,-15.8346,-1.9520,-1.6935,-5.0000,37.6719,15.0000,1
0.8800,17.8842,-15.8641,-1.9478,-1.7032,-5.0000,37.7782,15.0000,1
0.8850,17.9900,-15.8931,-1.9436,-1.7130,-5.0000,37.8842,15.0000,1
0.8900,18.0956,-15.9218,-1.9395,-1.7227,-5.0000,37.9900,15.0000,1
0.8950,18.2010,-15.9502,-1.9354,-1.7324,-5.0000,38.0956,15.0000,1
0.9000,18.3062,-15.9782,-1.9314,-1.7421,-5.0000,38.2010,15.0000,1
0.9050,18.4111,-16.0059,-1.9274,-1.7517,-5.0000,38.3062,15.0000,1
0.9100,18.5159,-16.0332,-1.9235,-1.7613,-5.0000,38.4111,15.0000,1
0.9150,18.6204,-16.0602,-1.9196,-1.7710,-5.0000,38.5159,15.0000,1
0.9200,18.7248,-16.0869,-1.9157,-1.7806,-5.0000,38.6204,15.0000,1
0.9250,18.8289,-16.1134,-1.9119,-1.7901,-5.0000,38.7248,15.0000,1
0.9300,18.9328,-16.1395,-1.9082,-1.7997,-5.0000,38.8289,15.0000,1
0.9350,19.0366,-16.1653,-1.9045,-1.8092,-5.0000,38.9328,15.0000,1
0.9400,19.1401,-16.1909,-1.9008,-1.8188,-5.0000,39.0366,15.0000,1
0.9450,19.2435,-16.2162,-1.8972,-1.8283,-5.0000,39.1401,15.0000,1
0.9500,19.3466,-16.2413,-1.8937,-1.8378,-5.0000,39.2435,15.0000,1
0.9550,19.4496,-16.2661,-1.8901,-1.8472,-5.0000,39.3466,15.0000,1
0.9600,19.5524,-16.2906,-1.8866,-1.8567,-5.0000,39.4496,15.0000,1
0.9650,19.6549,-16.3149,-1.8832,-1.8661,-5.0000,39.5524,15.0000,1
0.9700,19.7573,-16.3390,-1.8798,-1.8755,-5.0000,39.6549,15.0000,1
0.9750,19.8596,-16.3629,-1.8764,-1.8849,-5.0000,39.7573,15.0000,1
0.9800,19.9616,-16.3865,-1.8731,-1.8943,-5.0000,39.8596,15.0000,1
0.9850,20.0634,-16.4099,-1.8698,-1.9037,-5.0000,39.9616,15.0000,1
0.9900,20.1651,-16.4332,-1.8666,-1.9130,-5.0000,40.0634,15.0000,1
0.9950,20.2666,-16.4562,-1.8633,-1.9223,-5.0000,40.1651,15.0000,1
1.0000,20.3679,-16.4791,-1.8602,-1.9317,-5.0000,40.2666,15.0000,1
1.0050,20.4691,-16.5017,-1.8570,-1.9410,-5.0000,40.3679,15.0000,1
1.0100,20.5701,-16.5242,-1.8539,-1.9503,-5.0000,40.4691,15.0000,1
1.0150,20.6709,-16.5465,-1.8509,-1.9595,-5.0000,40.5701,15.0000,1
1.0200,20.7715,-16.5686,-1.8478,-1.9688,-5.0000,40.6709,15.0000,1
1.0250,20.8720,-16.5906,-1.8448,-1.9780,-5.0000,40.7715,15.0000,1
1.0300,20.9723,-16.6124,-1.8419,-1.9872,-5.0000,40.8720,15.0000,1
1.0350,21.0725,-16.6341,-1.8389,-1.9964,-5.0000,40.9723,15.0000,1
1.0400,21.1724,-16.6556,-1.8360,-2.0056,-5.0000,41.0725,15.0000,1
1.0450,21.2723,-16.6769,-1.8331,-2.0148,-5.0000,41.1724,15.0000,1
1.0500,21.3719,-16.6982,-1.8303,-2.0240,-5.0000,41.2723,15.0000,1
1.0550,21.4714,-16.7193,-1.8275,-2.0331,-5.0000,41.3719,15.0000,1
1.0600,21.5708,-16.7402,-1.8247,-2.0423,-5.0000,41.4714,15.0000,1
1.0650,21.6700,-16.7611,-1.8219,-2.0514,-5.0000,41.5708,15.0000,1
1.0700,21.7690,-16.7818,-1.8192,-2.0605,-5.0000,41.6700,15.0000,1
1.0750,21.8679,-16.8024,-1.8165,-2.0696,-5.0000,41.7690,15.0000,1
1.0800,21.9666,-16.8228,-1.8138,-2.0787,-5.0000,41.8679,15.0000,1
1.0850,22.0652,-16.8432,-1.8112,-2.0878,-5.0000,41.9666,15.0000,1
1.0900,22.1636,-16.8635,-1.8086,-2.0968,-5.0000,42.0652,15.0000,1
1.0950,22.2619,-16.8836,-1.8060,-2.1059,-5.0000,42.1636,15.0000,1
1.1000,22.3601,-16.9037,-1.8034,-2.1149,-5.0000,42.2619,15.0000,1
1.1050,22.4581,-16.9237,-1.8009,-2.1239,-5.0000,42.3601,15.0000,1
1.1100,22.5559,-16.9435,-1.7983,-2.1329,-5.0000,42.4581,15.0000,1
1.1150,22.6536,-16.9633,-1.7958,-2.1419,-5.0000,42.5559,15.0000,1
1.1200,22.7512,-16.9830,-1.7934,-2.1509,-5.0000,42.6536,15.0000,1
1.1250,22.8486,-17.0026,-1.7909,-2.1598,-5.0000,42.7512,15.0000,1
1.1300,22.9459,-17.0222,-1.7885,-2.1688,-5.0000,42.8486,15.0000,1
1.1350,23.0430,-17.0416,-1.7861,-2.1777,-5.0000,42.9459,15.0000,1
1.1400,23.1401,-17.0610,-1.7837,-2.1867,-5.0000,43.0430,15.0000,1
1.1450,23.2369,-17.0803,-1.7813,-2.1956,-5.0000,43.1401,15.0000,1
1.1500,23.3337,-17.0995,-1.7790,-2.2045,-5.0000,43.2369,15.0000,1
1.1550,23.4303,-17.1187,-1.7766,-2.2134,-5.0000,43.3337,15.0000,1
1.1600,23.5267,-17.1378,-1.7743,-2.2223,-5.0000,43.4303,15.0000,1
1.1650,23.6231,-17.1568,-1.7720,-2.2311,-5.0000,43.5267,15.0000,1
1.1700,23.7193,-17.1758,-1.7698,-2.2400,-5.0000,43.6231,15.0000,1
1.1750,23.8153,-17.1947,-1.7675,-2.2489,-5.0000,43.7193,15.0000,1
1.1800,23.9113,-17.2136,-1.7653,-2.2577,-5.0000,43.8153,15.0000,1
1.1850,24.0071,-17.2324,-1.7630,-2.2665,-5.0000,43.9113,15.0000,1
1.1900,24.1028,-17.2512,-1.7608,-2.2753,-5.0000,44.0071,15.0000,1
1.1950,24.1983,-17.2699,-1.7587,-2.2841,-5.0000,44.1028,15.0000,1
1.2000,24.2937,-17.2885,-1.7565,-2.2929,-5.0000,44.1983,15.0000,1
1.2050,24.3890,-17.3071,-1.7543,-2.3017,-5.0000,44.2937,15.0000,1
1.2100,24.4842,-17.3257,-1.7522,-2.3105,-5.0000,44.3890,15.0000,1
1.2150,24.5793,-17.3442,-1.7501,-2.3193,-5.0000,44.4842,15.0000,1
1.2200,24.6742,-17.3627,-1.7479,-2.3280,-5.0000,44.5793,15.0000,1
1.2250,24.7690,-17.3811,-1.7458,-2.3367,-5.0000,44.6742,15.0000,1
1.2300,24.8637,-17.3995,-1.7438,-2.3455,-5.0000,44.7690,15.0000,1
1.2350,24.9582,-17.4179,-1.7417,-2.3542,-5.0000,44.8637,15.0000,1
1.2400,25.0527,-17.4362,-1.7396,-2.3629,-5.0000,44.9582,15.0000,1
1.2450,25.1470,-17.4545,-1.7376,-2.3716,-5.0000,45.0527,15.0000,1
1.2500,25.2412,-17.4727,-1.7355,-2.3803,-5.0000,45.1470,15.0000,1
1.2550,25.3353,-17.4909,-1.7335,-2.3890,-5.0000,45.2412,15.0000,1
1.2600,25.4292,-17.5091,-1.7315,-2.3976,-5.0000,45.3353,15.0000,1
1.2650,25.5231,-17.5273,-1.7295,-2.4063,-5.0000,45.4292,15.0000,1
1.2700,25.6168,-17.5454,-1.7275,-2.4149,-5.0000,45.5231,15.0000,1
1.2750,25.7104,-17.5635,-1.7255,-2.4236,-5.0000,45.6168,15.0000,1
1.2800,25.8039,-17.5815,-1.7236,-2.4322,-5.0000,45.7104,15.0000,1
1.2850,25.8972,-17.5996,-1.7216,-2.4408,-5.0000,45.8039,15.0000,1
1.2900,25.9905,-17.6176,-1.7197,-2.4494,-5.0000,45.8972,15.0000,1
1.2950,26.0836,-17.6356,-1.7177,-2.4580,-5.0000,45.9905,15.0000,1
1.3000,26.1767,-17.6536,-1.7158,-2.4666,-5.0000,46.0836,15.0000,1
1.3050,26.2696,-17.6715,-1.7139,-2.4752,-5.0000,46.1767,15.0000,1
1.3100,26.3624,-17.6894,-1.7120,-2.4838,-5.0000,46.2696,15.0000,1
1.3150,26.4551,-17.7073,-1.7101,-2.4923,-5.0000,46.3624,15.0000,1
1.3200,26.5476,-17.7252,-1.7082,-2.5009,-5.0000,46.4551,15.0000,1
1.3250,26.6401,-17.7430,-1.7063,-2.5094,-5.0000,46.5476,15.0000,1
1.3300,26.7324,-17.7609,-1.7044,-2.5179,-5.0000,46.6401,15.0000,1
1.3350,26.8247,-17.7787,-1.7026,-2.5265,-5.0000,46.7324,15.0000,1
1.3400,26.9168,-17.7965,-1.7007,-2.5350,-5.0000,46.8247,15.0000,1
1.3450,27.0088,-17.8143,-1.6988,-2.5435,-5.0000,46.9168,15.0000,1
1.3500,27.1007,-17.8320,-1.6970,-2.5520,-5.0000,47.0088,15.0000,1
1.3550,27.1925,-17.8497,-1.6952,-2.5605,-5.0000,47.1007,15.0000,1
1.3600,27.2842,-17.8675,-1.6933,-2.5689,-5.0000,47.1925,15.0000,1
1.3650,27.3758,-17.8852,-1.6915,-2.5774,-5.0000,47.2842,15.0000,1
1.3700,27.4672,-17.9029,-1.6897,-2.5859,-5.0000,47.3758,15.0000,1
1.3750,27.5586,-17.9205,-1.6879,-2.5943,-5.0000,47.4672,15.0000,1
1.3800,27.6499,-17.9382,-1.6861,-2.6027,-5.0000,47.5586,15.0000,1
1.3850,27.7410,-17.9558,-1.6843,-2.6112,-5.0000,47.6499,15.0000,1
1.3900,27.8320,-17.9735,-1.6825,-2.6196,-5.0000,47.7410,15.0000,1
1.3950,27.9230,-17.9911,-1.6807,-2.6280,-5.0000,47.8320,15.0000,1
1.4000,28.0138,-18.0087,-1.6789,-2.6364,-5.0000,47.9230,15.0000,1
1.4050,28.1045,-18.0263,-1.6771,-2.6448,-5.0000,48.0138,15.0000,1
1.4100,28.1951,-18.0439,-1.6754,-2.6532,-5.0000,48.1045,15.0000,1
1.4150,28.2856,-18.0614,-1.6736,-2.6616,-5.0000,48.1951,15.0000,1
1.4200,28.3760,-18.0790,-1.6718,-2.6699,-5.0000,48.2856,15.0000,1
1.4250,28.4663,-18.0965,-1.6701,-2.6783,-5.0000,48.3760,15.0000,1
1.4300,28.5565,-18.1140,-1.6683,-2.6866,-5.0000,48.4663,15.0000,1
1.4350,28.6466,-18.1315,-1.6666,-2.6950,-5.0000,48.5565,15.0000,1
1.4400,28.7366,-18.1490,-1.6649,-2.7033,-5.0000,48.6466,15.0000,1
1.4450,28.8265,-18.1665,-1.6631,-2.7116,-5.0000,48.7366,15.0000,1
1.4500,28.9162,-18.1840,-1.6614,-2.7200,-5.0000,48.8265,15.0000,1
1.4550,29.0059,-18.2014,-1.6597,-2.7283,-5.0000,48.9162,15.0000,1
1.4600,29.0955,-18.2189,-1.6579,-2.7366,-5.0000,49.0059,15.0000,1
1.4650,29.1849,-18.2363,-1.6562,-2.7449,-5.0000,49.0955,15.0000,1
1.4700,29.2743,-18.2537,-1.6545,-2.7531,-5.0000,49.1849,15.0000,1
1.4750,29.3635,-18.2712,-1.6528,-2.7614,-5.0000,49.2743,15.0000,1
1.4800,29.4527,-18.2886,-1.6511,-2.7697,-5.0000,49.3635,15.0000,1
1.4850,29.5417,-18.3059,-1.6494,-2.7779,-5.0000,49.4527,15.0000,1
1.4900,29.6307,-18.3233,-1.6477,-2.7862,-5.0000,49.5417,15.0000,1
1.4950,29.7195,-18.3407,-1.6460,-2.7944,-5.0000,49.6307,15.0000,1
1.5000,29.8083,-18.3580,-1.6443,-2.8026,-5.0000,49.7195,15.0000,1
1.5050,29.8969,-18.3754,-1.6426,-2.8109,-5.0000,49.8083,15.0000,1
1.5100,29.9855,-18.3927,-1.6409,-2.8191,-5.0000,49.8969,15.0000,1
1.5150,30.0739,-18.4100,-1.6392,-2.8273,-5.0000,49.9855,15.0000,1
